"species","Genus","Family","Order","Class","spec_code","DemersPelag","EnvTemp","environment","Feeding_path","BodyShape","DepthRangeDeep","Lmax","trophic_level","K","tm"
"Carangoides_equula","Carangoides","Carangidae","Perciformes","Actinopterygii",1920,"reef_associated","tropical","marine","benthic","fusiform",226,50,4,0.4,1.8
"Carangoides_gymnostethus","Carangoides","Carangidae","Perciformes","Actinopterygii",1905,"reef_associated","tropical","marine","benthic","fusiform",100,90,4.1,0.21,3
"Carangoides_oblongus","Carangoides","Carangidae","Perciformes","Actinopterygii",1908,"reef_associated","tropical","marine","benthic","fusiform",94.06,46,4.37,0.4,1.7
"Carangoides_otrynter","Carangoides","Carangidae","Perciformes","Actinopterygii",1915,"benthopelagic","tropical","marine","pelagic","fusiform",100,60,4.4,0.31,2.1
"Caranx_bucculentus","Caranx","Carangidae","Perciformes","Actinopterygii",1896,"reef_associated","tropical","mixed","benthic","short_deep",63,66,3.8,0.31,2.1
"Caranx_tille","Caranx","Carangidae","Perciformes","Actinopterygii",1928,"reef_associated","tropical","marine","benthic","fusiform",120,80,4.1,0.29,2.3
"Carapus_bermudensis","Carapus","Carapidae","Ophidiiformes","Actinopterygii",3128,"reef_associated","tropical","marine","benthic","elongate",235,20,3.7,0.344147704068985,2.28852966737536
"Carassius_carassius","Carassius","Cyprinidae","Cypriniformes","Actinopterygii",270,"demersal","temperate","mixed","pelagic","fusiform",20,64,3.1,0.34,2
"Carassius_gibelio","Carassius","Cyprinidae","Cypriniformes","Actinopterygii",6376,"benthopelagic","temperate","mixed","benthic","fusiform",20,46.6,2.5,0.221952380952381,1.70361144630337
"Carcharhinus_acronotus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",857,"reef_associated","subtropical","marine","pelagic","fusiform",64,200,4.4,0.14,4
"Carcharhinus_altimus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",859,"reef_associated","subtropical","marine","pelagic","fusiform",810,300,4.5,0.1,5.4
"Carcharhinus_amblyrhynchoides","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",860,"pelagic_neritic","tropical","marine","pelagic","fusiform",50,161,4.2,0.17,3.4
"Carcharhinus_brevipinna","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",865,"reef_associated","subtropical","marine","pelagic","fusiform",100,300,4.2,0.21,2.6
"Carcharhinus_cautus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",866,"reef_associated","tropical","marine","pelagic","fusiform",377.54,150,4.3,0.19,3.1
"Carcharhinus_dussumieri","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",867,"reef_associated","tropical","marine","pelagic","fusiform",100,121,3.9,0.25,2.4
"Carcharhinus_isodon","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",872,"demersal","subtropical","marine","pelagic","fusiform",10,190,4.2,0.24,2.4
"Carcharhinus_perezi","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii",879,"reef_associated","subtropical","marine","pelagic","fusiform",65,300,4.5,0.1,5.4
"Carcharias_taurus","Carcharias","Odontaspididae","Lamniformes","Elasmobranchii",747,"reef_associated","subtropical","marine","pelagic","fusiform",191,330,4.5,0.23,2.4
"Carlarius_heudelotii","Carlarius","Ariidae","Siluriformes","Actinopterygii",4928,"demersal","tropical","mixed","benthic","fusiform",75,83,3.8,0.14,4.5
"Cataetyx_laticeps","Cataetyx","Bythitidae","Ophidiiformes","Actinopterygii",10248,"bathydemersal","polar_deep","marine","benthic","elongate",2400,65,2.64,0.16,4.1
"Catostomus_commersonii","Catostomus","Catostomidae","Cypriniformes","Actinopterygii",2965,"demersal","temperate","mixed","benthic","fusiform",130,65,2.8,0.14,4.31781513067701
"Catostomus_insignis","Catostomus","Catostomidae","Cypriniformes","Actinopterygii",2969,"demersal","temperate","freshwater","benthic","elongate",130,80,2.89,0.09,7
"Caulolatilus_affinis","Caulolatilus","Malacanthidae","Perciformes","Actinopterygii",8276,"demersal","tropical","mixed","pelagic","fusiform",185,49.5,3.81,0.17,4
"Centracanthus_cirrus","Centracanthus","Sparidae","Perciformes","Actinopterygii",1704,"benthopelagic","subtropical","marine","benthic","fusiform",464,34,3.57,0.24,3
"Centriscus_cristatus","Centriscus","Centriscidae","Syngnathiformes","Actinopterygii",11870,"reef_associated","tropical","mixed","benthic","elongate",10,30,3.2,0.29,2.5
"Centrobranchus_andreae","Centrobranchus","Myctophidae","Myctophiformes","Actinopterygii",7428,"pelagic_oceanic","tropical","marine","pelagic","elongate",650,6.5,3.4,0.49,1.9
"Centrophorus_harrissoni","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii",649,"bathydemersal","temperate","marine","pelagic","elongate",790,111.4,4.29,0.02,31
"Centrophorus_moluccensis","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii",651,"bathydemersal","polar_deep","marine","pelagic","elongate",823,100,4.3,0.08,7.6
"Centrophorus_tessellatus","Centrophorus","Centrophoridae","Squaliformes","Elasmobranchii",654,"benthopelagic","polar_deep","marine","pelagic","elongate",732,89,4.29,0.09,6.9
"Centropomus_armatus","Centropomus","Centropomidae","Perciformes","Actinopterygii",10975,"demersal","tropical","mixed","benthic","fusiform",22,37,4.17,0.4,1.7
"Centropomus_medius","Centropomus","Centropomidae","Perciformes","Actinopterygii",6429,"demersal","tropical","mixed","benthic","fusiform",22,65,4,0.55,1.2
"Centropomus_mexicanus","Centropomus","Centropomidae","Perciformes","Actinopterygii",7531,"demersal","tropical","mixed","benthic","fusiform",22,47.5,4,0.2,3.5
"Centropomus_poeyi","Centropomus","Centropomidae","Perciformes","Actinopterygii",1016,"demersal","tropical","mixed","benthic","fusiform",22,90,4,0.41,1.5
"Centropomus_robalito","Centropomus","Centropomidae","Perciformes","Actinopterygii",10978,"pelagic_neritic","tropical","mixed","benthic","fusiform",22,35.3,3.8,0.97,0.7
"Centroscyllium_nigrum","Centroscyllium","Etmopteridae","Squaliformes","Elasmobranchii",660,"benthopelagic","polar_deep","marine","benthic","elongate",1170,51,3.9,0.0760099699328454,17.9301708065231
"Centroscymnus_crepidater","Centroscymnus","Somniosidae","Squaliformes","Elasmobranchii",663,"bathydemersal","polar_deep","marine","pelagic","elongate",1500,130,4.2,0.05,12.2
"Cephalopholis_aitha","Cephalopholis","Serranidae","Perciformes","Actinopterygii",6442,"reef_associated","tropical","marine","benthic","fusiform",33,40,4.21,0.27,2.6
"Chaenophryne_draco","Chaenophryne","Oneirodidae","Lophiiformes","Actinopterygii",16895,"bathypelagic","polar_deep","marine","pelagic","short_deep",1750,12.3,4.2,0.37,2.2
"Chaetodipterus_lippei","Chaetodipterus","Ephippidae","Perciformes","Actinopterygii",4939,"demersal","tropical","mixed","benthic","short_deep",50,31,4.5,0.37,1.9
"Chanda_nama","Chanda","Ambassidae","Perciformes","Actinopterygii",10132,"benthopelagic","tropical","mixed","pelagic","short_deep",2.75,11,3.6,0.603555734196226,1.30735049579169
"Channa_marulius","Channa","Channidae","Perciformes","Actinopterygii",5144,"benthopelagic","tropical","freshwater","pelagic","elongate",10,183,4.5,0.23,2.73449741326478
"Channa_micropeltes","Channa","Channidae","Perciformes","Actinopterygii",344,"benthopelagic","tropical","freshwater","benthic","elongate",10,130,3.9,0.11,5.4
"Channa_orientalis","Channa","Channidae","Perciformes","Actinopterygii",5143,"benthopelagic","tropical","mixed","benthic","elongate",10,33,3.8,0.45,1.6
"Channa_punctata","Channa","Channidae","Perciformes","Actinopterygii",5147,"benthopelagic","tropical","mixed","pelagic","elongate",10,31,3.8,0.909090909090909,0.950005477725303
"Channa_striata","Channa","Channidae","Perciformes","Actinopterygii",343,"benthopelagic","tropical","mixed","benthic","elongate",10,100,3.6,0.357,1.844633865966
"Channallabes_apus","Channallabes","Clariidae","Siluriformes","Actinopterygii",9445,"demersal","tropical","freshwater","benthic","elongate",76,41.6,4.06,0.39,1.8
"Chanos_chanos","Chanos","Chanidae","Gonorynchiformes","Actinopterygii",80,"benthopelagic","tropical","mixed","benthic","elongate",30,180,2.4,0.1,5.9
"Cheilopogon_cyanopterus","Cheilopogon","Exocoetidae","Beloniformes","Actinopterygii",7695,"pelagic_oceanic","subtropical","marine","pelagic","elongate",20,40,3.3,0.87,0.9
"Cheilopogon_heterurus","Cheilopogon","Exocoetidae","Beloniformes","Actinopterygii",1029,"pelagic_neritic","subtropical","marine","pelagic","elongate",50,40,3.4,0.83,0.8
"Cheilopogon_rapanouiensis","Cheilopogon","Exocoetidae","Beloniformes","Actinopterygii",15353,"pelagic_neritic","tropical","marine","pelagic","elongate",20,30,4,0.9,0.8
"Chela_cachius","Chela","Cyprinidae","Cypriniformes","Actinopterygii",13220,"benthopelagic","tropical","mixed","benthic","fusiform",23.75,9.6,2.8,0.292563554606402,1.82318044592642
"Chelidonichthys_obscurus","Chelidonichthys","Triglidae","Scorpaeniformes","Actinopterygii",9197,"demersal","temperate","marine","benthic","elongate",170,50.5,3.7,0.18,3.7
"Chelon_dumerili","Chelon","Mugilidae","Mugiliformes","Actinopterygii",5115,"demersal","tropical","mixed","benthic","fusiform",20,40,2.7,0.56,1.3
"Chelon_parsia","Chelon","Mugilidae","Mugiliformes","Actinopterygii",4668,"demersal","tropical","mixed","benthic","fusiform",20,16,2,0.6,1.3
"Chilomycterus_spinosus_spinosus","Chilomycterus","Diodontidae","Tetraodontiformes","Actinopterygii",57956,"demersal","subtropical","mixed","benthic","short_deep",190,28,3.77,0.383641037583845,1.90126763574812
"Chiloscyllium_caeruleopunctatum","Chiloscyllium","Hemiscylliidae","Orectolobiformes","Elasmobranchii",5902,"demersal","subtropical","marine","benthic","elongate",67.14,67,3.72,0.0973905738777186,11.6411404670195
"Chiloscyllium_plagiosum","Chiloscyllium","Hemiscylliidae","Orectolobiformes","Elasmobranchii",5120,"reef_associated","tropical","marine","benthic","elongate",50,83,4,0.41,1.6
"Chiloscyllium_punctatum","Chiloscyllium","Hemiscylliidae","Orectolobiformes","Elasmobranchii",5903,"reef_associated","tropical","marine","benthic","elongate",85,132,4.1,0.0973905738777186,11.6411404670195
"Chirostoma_aculeatum","Chirostoma","Atherinopsidae","Atheriniformes","Actinopterygii",50254,"benthopelagic","tropical","freshwater","benthic","elongate",17.62,7.6,3.44,0.78,1.7
"Chitala_chitala","Chitala","Notopteridae","Osteoglossiformes","Actinopterygii",2078,"demersal","tropical","freshwater","benthic","short_deep",57.5,122,3.7,0.259042973780053,2.5
"Chitala_lopis","Chitala","Notopteridae","Osteoglossiformes","Actinopterygii",8765,"demersal","tropical","freshwater","pelagic","elongate",57.5,150,4.5,0.09,6.5
"Chlorophthalmus_agassizi","Chlorophthalmus","Chlorophthalmidae","Aulopiformes","Actinopterygii",1808,"bathydemersal","polar_deep","mixed","benthic","elongate",1000,40,3.7,0.24,3.2
"Chondrostoma_nasus","Chondrostoma","Cyprinidae","Cypriniformes","Actinopterygii",4878,"benthopelagic","temperate","freshwater","benthic","fusiform",23.75,50,2,0.23,2.55760336306528
"Chriodorus_atherinoides","Chriodorus","Hemiramphidae","Beloniformes","Actinopterygii",3151,"pelagic_neritic","subtropical","mixed","benthic","elongate",6.5,26,2.79,0.75,1
"Chromobotia_macracanthus","Chromobotia","Cobitidae","Cypriniformes","Actinopterygii",10897,"demersal","tropical","freshwater","benthic","fusiform",100.5,30.5,2.9,0.21,3.4
"Chrysichthys_maurus","Chrysichthys","Claroteidae","Siluriformes","Actinopterygii",2441,"demersal","tropical","freshwater","benthic","elongate",20,51,2.7,0.27,2.5
"Chrysichthys_nigrodigitatus","Chrysichthys","Claroteidae","Siluriformes","Actinopterygii",2440,"demersal","tropical","freshwater","benthic","elongate",20,65,3.2,0.52,1.3
"Chrysichthys_thysi","Chrysichthys","Claroteidae","Siluriformes","Actinopterygii",9325,"demersal","tropical","freshwater","benthic","elongate",20,30,3.6,0.44,1.6
"Chrysiptera_annulata","Chrysiptera","Pomacentridae","Perciformes","Actinopterygii",12438,"reef_associated","tropical","marine","benthic","fusiform",2,8,2.8,0.84,1.1
"Chrysiptera_rapanui","Chrysiptera","Pomacentridae","Perciformes","Actinopterygii",11969,"reef_associated","subtropical","marine","benthic","fusiform",38,5.5,2.42,0.99,0.9
"Chrysoblephus_cristiceps","Chrysoblephus","Sparidae","Perciformes","Actinopterygii",6002,"demersal","subtropical","marine","benthic","short_deep",100,75,3.7,0.06,10.4
"Chrysoblephus_puniceus","Chrysoblephus","Sparidae","Perciformes","Actinopterygii",5530,"demersal","subtropical","marine","benthic","short_deep",100,85,3.5,0.18,3.5
"Chrysochir_aureus","Chrysochir","Sciaenidae","Perciformes","Actinopterygii",8308,"benthopelagic","tropical","mixed","benthic","elongate",98,30,3.5,0.47,1.5
"Cirrhinus_cirrhosus","Cirrhinus","Cyprinidae","Cypriniformes","Actinopterygii",4494,"benthopelagic","tropical","mixed","benthic","fusiform",20,100,2.4,0.165666666666667,3.60207854390409
"Cirrhinus_molitorella","Cirrhinus","Cyprinidae","Cypriniformes","Actinopterygii",49051,"benthopelagic","tropical","freshwater","benthic","fusiform",20,55,2,0.117,3
"Cirrhinus_mrigala","Cirrhinus","Cyprinidae","Cypriniformes","Actinopterygii",66743,"demersal","tropical","freshwater","benthic","elongate",20,99,2.8,1.339,2.86251036951324
"Cirrhinus_reba","Cirrhinus","Cyprinidae","Cypriniformes","Actinopterygii",65229,"benthopelagic","tropical","freshwater","benthic","elongate",20,30,2.8,0.175932213458094,2.86251036951324
"Citharichthys_stampflii","Citharichthys","Paralichthyidae","Pleuronectiformes","Actinopterygii",4942,"demersal","tropical","mixed","benthic","short_deep",50,16,3.9,0.94,0.8
"Citharinus_citharus","Citharinus","Citharinidae","Characiformes","Actinopterygii",5269,"demersal","tropical","freshwater","benthic","short_deep",44.18,58,2,0.54,1.3
"Citharinus_gibbosus","Citharinus","Citharinidae","Characiformes","Actinopterygii",11267,"pelagic","tropical","freshwater","benthic","short_deep",44.18,61,2.79,0.34,1.9
"Citharinus_latus","Citharinus","Citharinidae","Characiformes","Actinopterygii",5268,"demersal","tropical","freshwater","benthic","short_deep",44.18,84,2.2,0.21,3
"Citharoides_macrolepis","Citharoides","Citharidae","Pleuronectiformes","Actinopterygii",7665,"bathydemersal","polar_deep","marine","benthic","fusiform",200,25,3.6,0.27,2.7
"Clariallabes_attemsi","Clariallabes","Clariidae","Siluriformes","Actinopterygii",9446,"demersal","tropical","freshwater","benthic","elongate",76,11.6,4.06,1.27,0.7
"Clarias_anguillaris","Clarias","Clariidae","Siluriformes","Actinopterygii",376,"demersal","tropical","freshwater","benthic","elongate",80,100,3.4,0.17,3.6
"Clarias_batrachus","Clarias","Clariidae","Siluriformes","Actinopterygii",3054,"demersal","tropical","mixed","benthic","elongate",80,47,3.4,0.71,1
"Clarias_buthupogon","Clarias","Clariidae","Siluriformes","Actinopterygii",2095,"demersal","tropical","freshwater","benthic","elongate",80,30.1,3.3,0.53,1.4
"Clarias_gabonensis","Clarias","Clariidae","Siluriformes","Actinopterygii",2094,"demersal","tropical","freshwater","benthic","elongate",80,36,3.3,0.45,1.6
"Clarias_gariepinus","Clarias","Clariidae","Siluriformes","Actinopterygii",1934,"benthopelagic","subtropical","freshwater","pelagic","elongate",80,170,3.8,0.173212121212121,2.76446808286791
"Clarias_macrocephalus","Clarias","Clariidae","Siluriformes","Actinopterygii",4805,"benthopelagic","tropical","mixed","benthic","elongate",80,120,3.7,0.258809291016475,1.76795553157606
"Clarias_ngamensis","Clarias","Clariidae","Siluriformes","Actinopterygii",2089,"demersal","tropical","mixed","benthic","elongate",80,73,4.3,0.41,1.6
"Clarotes_bidorsalis","Clarotes","Claroteidae","Siluriformes","Actinopterygii",9329,"demersal","tropical","freshwater","benthic","elongate",20,22.5,3.6,0.69,1.1
"Clupeoides_borneensis","Clupeoides","Clupeidae","Clupeiformes","Actinopterygii",1561,"pelagic","tropical","mixed","pelagic","fusiform",76.42,8,3.1,0.72509677501499,1.68643105690157
"Coelorinchus_aconcagua","Coelorinchus","Macrouridae","Gadiformes","Actinopterygii",8437,"benthopelagic","subtropical","marine","benthic","elongate",450,39,3.4,0.21,3.3
"Coilia_mystus","Coilia","Engraulidae","Clupeiformes","Actinopterygii",629,"pelagic_neritic","tropical","mixed","pelagic","elongate",50,21,3.2,0.53,1.4
"Collichthys_lucidus","Collichthys","Sciaenidae","Perciformes","Actinopterygii",23635,"demersal","subtropical","marine","benthic","fusiform",90,17,3.6,0.8,1
"Colossoma_macropomum","Colossoma","Serrasalmidae","Characiformes","Actinopterygii",263,"benthopelagic","tropical","freshwater","benthic","short_deep",44.18,108,2,0.23,2.6
"Conger_triporiceps","Conger","Congridae","Anguilliformes","Actinopterygii",1017,"reef_associated","tropical","marine","benthic","elongate",55,100,4.16,0.17,3.6
"Congresox_talabon","Congresox","Muraenesocidae","Anguilliformes","Actinopterygii",11701,"demersal","tropical","mixed","benthic","elongate",100,80,4,0.188516053187963,3.67129175235121
"Copadichromis_virginalis","Copadichromis","Cichlidae","Perciformes","Actinopterygii",2296,"demersal","tropical","freshwater","benthic","fusiform",28.67,13.2,3,0.778,3
"Coptodon_discolor","Coptodon","Cichlidae","Perciformes","Actinopterygii",2487,"demersal","tropical","freshwater","benthic","fusiform",7.5,22.5,2.41,0.56,1.3
"Coptodon_zillii","Coptodon","Cichlidae","Perciformes","Actinopterygii",1390,"benthopelagic","tropical","mixed","benthic","fusiform",7,40,2.5,0.716333333333333,1.74076664540265
"Coregonus_albula","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",231,"benthopelagic","temperate","mixed","pelagic","fusiform",110.88,48,3.1,0.53,1.4
"Coregonus_autumnalis","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",2669,"pelagic_neritic","polar_deep","mixed","benthic","fusiform",110.88,65,3.7,0.22,3.1
"Coregonus_clupeaformis","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",234,"benthopelagic","temperate","mixed","pelagic","fusiform",128,100,3.2,0.252581395348837,4.37458337402986
"Coregonus_kiyi","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",2672,"pelagic","temperate","freshwater","benthic","fusiform",110.88,35,3.5,0.51,1.4
"Coregonus_lavaretus","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",232,"demersal","temperate","mixed","benthic","fusiform",110.88,73,3.1,0.2,3.3
"Coregonus_nilssoni","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",48246,"demersal","temperate","freshwater","pelagic","fusiform",110.88,38,3.4,0.22,3.2
"Coregonus_pollan","Coregonus","Salmonidae","Salmoniformes","Actinopterygii",4646,"benthopelagic","temperate","freshwater","pelagic","fusiform",110.88,35,3.6,0.64,1.1
